Constituency_No,Constituency_Name,Candidate_Name,Political_Party,Votes_Polled,Year,Province,Sex
NA-17,Abbottabad-I,Mr.Amanullah Khan Jadoon,Pakistan Muslim League(QA),44716,2002,KPK
NA-17,Abbottabad-I,Dr. Azhar Khan Jadoon ,Independent,30949,2002,KPK
NA-17,Abbottabad-I,Sardar Ibrar Ahmad,Pakistan Peoples Party Parliamentarians,3646,2002,KPK
NA-17,Abbottabad-I,Syed Ejaz Hussain Shah,Independent,489,2002,KPK
NA-17,Abbottabad-I,Mr.Ali Asghar Khan,Qaumi Jamhoori Party,4687,2002,KPK
NA-18,Abbottabad-II,Sardar Muhammad Yaqoob,Pakistan Muslim League(QA),36826,2002,KPK
NA-18,Abbottabad-II,Qari Syed Abdul Rahim Shah,Muttahidda Majlis-e-Amal Pakistan,13017,2002,KPK
NA-18,Abbottabad-II,Qazi Muhammad Azhar,National Alliance,6145,2002,KPK
NA-18,Abbottabad-II,Col ® Abdul Ghafar Javed,Independent,2145,2002,KPK
NA-18,Abbottabad-II,Mr.Muhammad Aurangzeb Choudhry,Pakistan Awami Tehreek,3516,2002,KPK
NA-18,Abbottabad-II,Mr.Murtaza Javed Abbasi,Pakistan Muslim League(N),32527,2002,KPK
NA-18,Abbottabad-II,Nawabzada Jehangir Saeed Tanoli,Independent,19784,2002,KPK
NA-18,Abbottabad-II,Mr.Naveed Ashraf Abbasi,Independent,120,2002,KPK
NA-19,Haripur,Sardar Abdur Raoof Khan,Pakistan Peoples Party Parliamentarians,16902,2002,KPK
NA-19,Haripur,Mr.S. Muhammad Sabir Shah,Pakistan Muslim League(N),61359,2002,KPK
NA-19,Haripur,Mr.S. Waqar Hussain Shah,Independent,1582,2002,KPK
NA-19,Haripur,Mr.Abdul Hamid Khan,Pakistan Awami Tehreek,1978,2002,KPK
NA-19,Haripur,Mr.Umer Ayub Khan,Pakistan Muslim League(QA),81496,2002,KPK
NA-19,Haripur,Mr.Ghulam Nabi,Muttahidda Majlis-e-Amal Pakistan,30514,2002,KPK
NA-19,Haripur,Mr.Muhammad Shehryar Khan,Pakistan Muslim League(J),5956,2002,KPK
NA-20,Mansehra-I,Al-Haj Syed Ghulam Nabi Shah,Muttahidda Majlis-e-Amal Pakistan,35576,2002,KPK
NA-20,Mansehra-I,Sardar Shah Jehan Yousuf,Pakistan Muslim League(QA),40853,2002,KPK
NA-20,Mansehra-I,Sardar Wiqarul Mulk,Pakistan Peoples Party Parliamentarians,1442,2002,KPK
NA-20,Mansehra-I,Lt Gen ® Syed Salahuddin Tirmizi,Independent,37520,2002,KPK
NA-20,Mansehra-I,Mr.Muhammad Saqib Mumtaz,Pakistan Muslim League(N),1754,2002,KPK
NA-20,Mansehra-I,Mr.Naveed Akhter Khan,Pakistan Tehreek-e-Insaf,250,2002,KPK
NA-21,Mansehra-II,Mr.Tahir Ali,Pakistan Muslim League(N),7158,2002,KPK
NA-21,Mansehra-II,Mr.Faiz Muhammad Khan,Independent,25771,2002,KPK
NA-21,Mansehra-II,Maulana Abdul Malik,Muttahidda Majlis-e-Amal Pakistan,46311,2002,KPK
NA-21,Mansehra-II,Nawabzada Salauddin Saeed,Pakistan Muslim League(QA),24557,2002,KPK
NA-22,Batagram,Mr.Bakht Nawaz Khan,Independent,9609,2002,KPK
NA-22,Batagram,Mr.Inayatullah Khan,Independent,1216,2002,KPK
NA-22,Batagram,Qari Muhammad Yousaf,Muttahidda Majlis-e-Amal Pakistan,24092,2002,KPK
NA-22,Batagram,Mr.Mohammad Nawaz Khan ,Pakistan Muslim League(QA),10875,2002,KPK
NA-23,Kohistan,Mr.Afzal Khan,Pakistan Peoples Party Parliamentarians,436,2002,KPK
NA-23,Kohistan,Mr.Saif-ur-Rehman,Independent,1696,2002,KPK
NA-23,Kohistan,Mr.Abbas Sarfaraz Khan,Independent,7915,2002,KPK
NA-23,Kohistan,Mr.Mehboobullah Jan,Pakistan Muslim League(QA),10630,2002,KPK
NA-23,Kohistan,Mr.Muhammad Aslam,Independent,3143,2002,KPK
NA-23,Kohistan,Mr.Muhammad Anwar,Independent,169,2002,KPK
NA-23,Kohistan,Molvi Abdul Haleem,Muttahidda Majlis-e-Amal Pakistan,15603,2002,KPK
NA-24,D.I.Khan,Alhaj Sanaullah Khan Mian Khel,Pakistan Muslim League(QA),26860,2002,KPK
NA-24,D.I.Khan,Mr.Javed Hassan Laghari,National Alliance,774,2002,KPK
NA-24,D.I.Khan,Mr.Abid Hussain Chughtai,Pak Wattan Party,486,2002,KPK
NA-24,D.I.Khan,Mr.Abdul Aziz,Pakistan Awami Tehreek,492,2002,KPK
NA-24,D.I.Khan,Maulana Atta-ur-Rehman,Independent,1981,2002,KPK
NA-24,D.I.Khan,Maulana Fazal-ur-Rehman,Muttahidda Majlis-e-Amal Pakistan,43124,2002,KPK
NA-24,D.I.Khan,Mr.Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,36891,2002,KPK
NA-25,D.I.Khancum-Tank,Alhaj Sanaullah Khan Mian Khel,Independent,3529,2002,KPK
NA-25,D.I.Khancum-Tank,Alhaj Sardar Umar Farooq Khan Mian Khel,Pakistan Muslim League(QA),18882,2002,KPK
NA-25,D.I.Khancum-Tank,Mr.Dawar Khan Kundi,Pakistan Peoples Party Parliamentarians,31976,2002,KPK
NA-25,D.I.Khancum-Tank,Mr.Abdul Waheed,Independent,1246,2002,KPK
NA-25,D.I.Khancum-Tank,Mr.Farooq Khan,National Alliance,1415,2002,KPK
NA-25,D.I.Khancum-Tank,Maulana Atta-ur-Rehman,Independent,1501,2002,KPK
NA-25,D.I.Khancum-Tank,Maulana Fazal-ur-Rehman,Muttahidda Majlis-e-Amal Pakistan,59102,2002,KPK
NA-26,Bannu,Mr.Saifur Rehman,National Alliance,1140,2002,KPK
NA-26,Bannu,Mr.Muhammad Roshan,Muttahida Qaumi Movement,603,2002,KPK
NA-26,Bannu,Mr.Muhammad Mustafa Khan,Independent,31867,2002,KPK
NA-26,Bannu,Maulana Nasib Ali Shah,Muttahidda Majlis-e-Amal Pakistan,78886,2002,KPK
NA-27,LakkiMarwat,Mr.Anwar Saifullah Khan,Pakistan Muslim League(QA),41171,2002,KPK
NA-27,LakkiMarwat,Maulana Amanullah Khan ,Muttahidda Majlis-e-Amal Pakistan,65938,2002,KPK
NA-28,Buner,Mr.Said Raheem Advocate,Independent,12473,2002,KPK
NA-28,Buner,Mr.Sher Akbar Khan Advocate,Pakistan Peoples party(Sherpao),34224,2002,KPK
NA-28,Buner,Mr.Abdul Mateen Khan,Awami National Party,19638,2002,KPK
NA-28,Buner,Mr.Usman Shah,Pakistan Peoples Party Parliamentarians,4362,2002,KPK
NA-28,Buner,Mr.Ali Sher Khan,Pakistan Muslim League(N),3034,2002,KPK
NA-29,Sawat-I,Mr.Shamsher Ali Khan,Pakistan Peoples Party Parliamentarians,5921,2002,KPK
NA-29,Sawat-I,Mr.Adnan Aurang Zeb,Pakistan Muslim League(QA),18265,2002,KPK
NA-29,Sawat-I,Mr.Azeem Khan Advocate,National Alliance,1932,2002,KPK
NA-29,Sawat-I,Mr.Imran Khan,Pakistan Tehreek-e-Insaf,6060,2002,KPK
NA-29,Sawat-I,Qari Abdul Baees Saddiqui,Muttahidda Majlis-e-Amal Pakistan,65808,2002,KPK
NA-30,Sawat-II,Dr. Sahibzada Liaqat Ali Khan,Pakistan Tehreek-e-Insaf,811,2002,KPK
NA-30,Sawat-II,Mr.Salim Rehman,Pakistan Peoples Party Parliamentarians,10867,2002,KPK
