,CONSTITUENCY-WISE DETAILED RESULTS,,,
,NWFP PROVINCE,,,
SL.No.,Constesting candidates,Party Affiliation,Votes Polled,
8,Mr.Nisar Akbar Khan,Pakistan Peoples Party Parliamentarians,36288,
,,Valid Votes,104801,
,,Rejected Votes ,1712,
,,Total Votes ,106513,
,,Registered Voters,267093,
,,Percentage of Votes Polled to Registered Voters,39.88,%
,,Asghar/Tanveer,,
,NA-83 Faisalabad-IX,,,
1,Chaudhry Khalid Saeed Gill,Pakistan Tehreek-e- Insaf,1784,
2,Chaudhry Muhammad Ijaz Virk,Pakistan Peoples Party Parliamentarians,37431,
3,Chaudhry Muhammad Abid Virk,Independent,107,
4,Mr.Shahid Anwar,Independent,161,
5,Mr.Qamar-uz-Zaman Chaudhry,Independent,39,
6,Mr.Mushtaq Ali Cheema,Pakistan Muslim League(QA),38278,
7,Mian Arshad Ali Rashid,Independent,93,
8,Mian Inam-ul-Rahim,Muttahida Qaumi Moement,52,
9,Mian Zahid Anwar,National Alliance,2347,
10,Mian Irfan Ahmad,Pakistan Muslim League(N),24111,
,,Valid Votes,104403,
,,Rejected Votes ,1553,
,,Total Votes ,105956,
,,Registered Voters,282919,
,,Percentage of Votes Polled to Registered Voters,37.45,%
,NA-84 Faisalabad-X,,,
1,Mr.Badar ud Din Chaudhary,Pakistan Peoples Party Parliamentarians,22484,
2,Mr.Abid Ali,Pakistan Muslim League(N),33455,
3,Mr.Fazal Hussain Rahi,National Alliance,24092,
4,Mr.Fazeelat Qamar,Pakistan Tehreek-e- Insaf,676,
5,Qari Muhammad Ghulam Rasool,Muttahidda Majlis-e-Amal Pakistan ,6629,
6,Mr.Muhammad Qasim Ghafari `,Independent,138,
7,"Mr.Muzzamal Raza, Adovocate",Pakistan Awami Tehreek,1431,
8,Mr.Munawar Sultana,Independent,161,
9,Mian Riffat Javaid Qadri,Independent,148,
10,Nawab Abid Hussain,Pakistan Peoples party(Shaheed Bhutto),96,
,,Valid Votes,89310,
,,Rejected Votes ,1571,
,,Total Votes ,90881,
,,Registered Voters,257162,
,,Percentage of Votes Polled to Registered Voters,35.34,%
,NA-85 Faisalabad-XI,,,
1,Engineer Sheikh Javeed Iqbal ,Pakistan Tehreek-e- Insaf,522,
2,Haji Bilal Noor Ansari,Pakistan Peoples Party Parliamentarians,37289,
3,Raja Nadir Pervaiz ,Pakistan Muslim League(N),41448,
4,Mr.Sajjad Murshid Gill ,Independent,349,
5,Mr.Muhammad Rehman Sheikh,Pakistan Gharib Party,131,
6,Malik Munawar Hussain Khan ,Pakistan Awami Tehreek,854,
7,Molana Muhammad Saeed Ahmad Asad,National Alliance,12346,
8,Mian Zahid Sarfraz,Pakistan Muslim League(QA),18109,
9,Mian Shahid Anwar,Independent,217,
,,Valid Votes,111265,
,,Rejected Votes ,1673,
,,Total Votes ,112938,
,,Registered Voters,288603,
,,Percentage of Votes Polled to Registered Voters,39.13,%
,,NA-86 Jhang-I,,
1,Syed Munawar Abbas,Pakistan Awami Tehreek,1170,
2,Mr.Qamar-uz-Zaman ,Independent,285,
3,Mr.Qaisar Ahmad Sheikh,Tehrik-e-Istaqlal,40888,
4,Mr.Muhammad Ashraf Chadharh,Independent,1388,
5,Mr.Muhammad Tahir Shah,Pakistan Muslim League(QA),53639,
6,Maulana Muhammad Rehmat Ullah,Muttahidda Majlis-e-Amal Pakistan ,29336,
,,Valid Votes,126706,
,,Rejected Votes ,3510,
,,Total Votes ,130216,
,,Registered Voters,252313,
,,Percentage of Votes Polled to Registered Voters,51.61,%
,,Asghar/Tanveer,,
,,NA-87 Jhang-II,,
1,Mr.Ali Hamayun Sipra,Pakistan Muslim League(N),1267,
2,Mst.Ghulam Bibi Bharwana,Pakistan Muslim League(QA),55851,
3,Makhdoom Syed Asad Hayat Shah,Pakistan Peoples Party Parliamentarians,38983,
4,Mehr Muhammad Zafer Ullah Khan ,Independent,12223,
5,Mehr Muhammad Nawaz Bharwana,National Alliance,17866,
,,Valid Votes,126190,
,,Rejected Votes ,3858,
,,Total Votes ,130048,
,,Registered Voters,261341,
,,Percentage of Votes Polled to Registered Voters,49.76,%
,,NA-88 Jhang-III,,
1,Abida Hussain,Pakistan Muslim League(QA),65436,
2,Makhdoom Syed Faisal Saleh Hayyat,Pakistan Peoples Party Parliamentarians,76201,
3,Mr.Zulfiqar Ahmad Khan,Jamhoori Wattan Party,151,
4,Mr.Irfan Qaisar Sheikh,Independent,3598,
5,Mr. Sharif Awan,Pakistan Tehreek-e- Insaf,1047,
6,Mr. Rab Nawaz,Independent,322,
7,Maulana Abdul Waris ,Muttahidda Majlis-e-Amal Pakistan ,4565,
,,Valid Votes,151320,
,,Rejected Votes ,6711,
,,Total Votes ,158031,
,,Registered Voters,328321,
,,Percentage of Votes Polled to Registered Voters,48.13,%
,,NA-89 Jhang-IV,,
1,Chaudhry Anees-ur-Rehman,Independent,21,
2,Mr.Khalid Mehmood,Independent,122,
3,Dr. Muhammad Tahir-ul-Qadri,Pakistan Awami Tehreek,34183,
4,Syed Abdul Basit Gilani,Independent,428,
5,Syed Muhammad Sana-ul-Haq ,Independent,59,
6,Sheikh Babar Aslam,Independent,32,
7,Sheikh Muhammad Shahzad Safdar,Independent,36,
8,Sh: Waqas Akram,National Alliance,31959,
9,Mr.Abdul Qudoos Awan,Pakistan Tehreek-e- Insaf,197,
10,Mr.Qaisar Ahmad Sheikh,Tehrik-e-Istaqlal,14,
,,,1415 ( ,
11,,Pakistan Muslim League(QA),,
,Lt. Comdr ® Sohaib Farooq ,,Retired),
12,Mr.Muhammad Anwar Cheema,Muttahidda Majlis-e-Amal Pakistan ,969,
13,Mr.Mukhtar Ahmad Khan Sial,Independent,1008,
14,Makhdoomzada Syed Asad Hayat,Pakistan Peoples Party Parliamentarians,1079,
15,Maulana Muhammad Azam Tariq,Independent,41425,
,,Valid Votes,112947,
,,Rejected Votes ,3525,
,,Total Votes ,116472,
,,Registered Voters,244542,
,,Percentage of Votes Polled to Registered Voters,47.63,%
,,Asghar/Tanveer,,
,,NA-90 Jhang-V,,
1,Mr.Shahbaz Ahmad Gujar Advocate,Muttahidda Majlis-e-Amal Pakistan ,3517,
2,Mr.Sahibzada Muhammad Nazir Sultan,National Alliance,56180,
3,Ms.Saima Akhtar Bharwana,Independent,56647,
,,Valid Votes,116344,
,,Rejected Votes ,2910,
,,Total Votes ,119254,
,,Registered Voters,230982,
,,Percentage of Votes Polled to Registered Voters,51.63,%
,,NA-91 Jhang-VI,,
1,Sardar Azhar Ali Maikan,Pakistan Tehreek-e- Insaf,579,
2,Mr.Sahibzada Muhammad Mehboob Sultan,Pakistan Muslim League(QA),53545,
3,Mr.Attaullah Khan,Independent,36173,
4,Makhdoom Syed Faisal Saleh Hayat,Pakistan Peoples Party Parliamentarians,45428,
5,Mr.Naeem Ullah Akhtar Sheikh ,Independent,1151,
,,Valid Votes,136876,
,,Rejected Votes ,3562,
,,Total Votes ,140438,
,,Registered Voters,261795,
,,Percentage of Votes Polled to Registered Voters,53.64,%
,NA-92 T .T Singh-I,,,
1,Mr.Amjad Ali Warriach, Pakistan Muslim League(J),61746,
2,Haji Muhammad Ishaq,Pakistan Peoples Party Parliamentarians,49584,
3,Mr.Hamza,Pakistan Muslim League(N),51416,
4,Qari Muhammad Zawar Bahadir,Muttahidda Majlis-e-Amal Pakistan ,508,
5,Mrs. Farkhanda Amjad Ali Warriach,Independent,205,
,,Valid Votes,163459,
,,Rejected Votes ,4032,
,,Total Votes ,167491,
,,Registered Voters,318208,
,,Percentage of Votes Polled to Registered Voters,52.64,%
,NA-93 T.T Singh-II,,,
1,Mr.Abu Bakar Siddique,Independent,920,
2,Hafiz Ullah Ishaq,Pakistan Peoples Party Parliamentarians,50597,
3,Dr. Zahid Sattar,Muttahidda Majlis-e-Amal Pakistan ,23355,
4,Mr.Muhammad Farhan Latif,Independent,81607,
5,Mr.Munir Ahmad,Pakistan Muslim League(F),659,
6,Mr.Neelam Chaudhry,Independent,262,
,,Valid Votes,157400,
,,Rejected Votes ,3378,
,,Total Votes ,160778,
,,Registered Voters,309393,
,,Percentage of Votes Polled to Registered Voters,51.97,%
,,Asghar/Tanveer,,
,NA-94 T.T Singh-III,,,
1,Ch. Asad ur Rehman,Pakistan Muslim League(N),44942,
2,Ch. Ghulam Murtaza,Independent,108,
3,Mr.Khalid Ahmed Khan Kharal,Pakistan Peoples Party Parliamentarians,53164,
4,Mr.Riaz Fatiana,Independent,67603,
5,Mr.Irfan Ullah Khan,Independent,111,
6,Mr.Ghulam Shabbir Khan,Independent,665,
7,Makhdoom Nazar Hussain,Independent,1755,
8,Maulana Muhammad Ahmed Ludhianvi,Independent,1088,
9,Mian Ikram ul Haq,Pakistan Tehreek-e- Insaf,695,
,,Valid Votes,170131,
,,Rejected Votes ,4818,
,,Total Votes ,174949,
,,Registered Voters,344077,
,,Percentage of Votes Polled to Registered Voters,50.85,%
,NA-95 Gujranwala-I,,,
1,Ch. Khalid Zafar Sansi,Pakistan Tehreek-e- Insaf,1289,
2,Ch. Imran Ullah Advocate,Pakistan Peoples Party Parliamentarians,28024,
3,Haji Muhamamd Imran Ullah Ch.,Pakistan Muslim League(QA),6702,
4,Mr.Usman Ibrahim,Pakistan Muslim League(N),26977,
5,Mr.Muhammad Ayub Safdar,Muttahidda Majlis-e-Amal Pakistan ,18107,
,,Valid Votes,81099,
,,Rejected Votes ,2212,
,,Total Votes ,83311,
,,Registered Voters,247002,
,,Percentage of Votes Polled to Registered Voters,33.73,%
,NA-96 Gujranwala-II,,,
1,Eng. Khurram Dastgir Khan,Pakistan Muslim League(N),20306,
2,Kh. Muhammad Saleh,Pakistan Peoples Party Parliamentarians,24434,
3,Mr.Khurshid Ahmad Sodhi ,National Alliance,299,
4,Mr.Ghulam Qadir Khan,Independent,365,
5,Qazi Hameed Ullah Khan,Muttahidda Majlis-e-Amal Pakistan ,39181,
6,Mr.Muhammad Nazir,Pakistan Tehreek-e- Insaf,471,
7,Mst. Robina Saleem,Pakistan Muslim League(QA),4037,
8,Mian Masood Ahmed Advocate,Qaumi Jamhoori Party,225,
9,Mr.Naeem Raza Ansari ,Independent,230,
,,Valid Votes,89548,
,,Rejected Votes ,2145,
,,Total Votes ,91693,
,,Registered Voters,248268,
,,Percentage of Votes Polled to Registered Voters,36.93,%
,NA-97 Gujranwala-III,,,
1,Ch. Shahid Akram Bhinder,Pakistan Muslim League(QA),29375,
2,Ch. Muhammad Ishfaq Butter Adv.,Pakistan Awami Tehreek,6153,
3,Ch. Mahmood Bashir Virk,Pakistan Muslim League(N),12491,
4,Dr. Zafar Ch.,Pakistan Peoples Party Parliamentarians,24461,
5,Sardar Hassan Sindhu,Independent,69,
6,Mr.Shabbir Hussain Abbasi,Muttahidda Majlis-e-Amal Pakistan ,15265,
7,Mr.Adil Saleem Khan,Pakistan Muslim League(J),1333,
8,Mr.Muhammad Masood Akhtar Advocate,Pakistan Tehreek-e- Insaf,524,
9,Mian Maqsood Ahmed ,Independent,188,
,,Valid Votes,89859,
,,Rejected Votes ,3395,
,,Total Votes ,93254,
,,Registered Voters,248771,
,,Percentage of Votes Polled to Registered Voters,37.49,%
,,Asghar/Tanveer,,
,NA-98 Gujranwala-IV,,,
1,Mr.Imtiaz Safdar,Pakistan Peoples Party Parliamentarians,45655,
2,Mr.Bilal Qudrat Butt,Muttahidda Majlis-e-Amal Pakistan ,17800,
3,Mr.Tanveer Azam Cheema,Independent,744,
4,Ch. Muhammad Ashraf Warriach,Pakistan Muslim League(J),21207,
5,Sardar Riaz-ul-Haq,Independent,357,
6,Sardar Zia-ul-Haq,Pakistan Muslim League(N),7366,
7,Mr.Shamaila Liaqat,Independent,305,
8,Mr.Ghulam Sarwar,Independent,657,
9,Mr.Muhammad Azam Cheema,Pakistan Muslim League(QA),37523,
,,Valid Votes,131614,
,,Rejected Votes ,5079,
,,Total Votes ,136693,
,,Registered Voters,285993,
,,Percentage of Votes Polled to Registered Voters,47.8,%
,NA-99 Gujranwala-V,,,
1,Ch. Muhammad Abdullah Virk,Pakistan Peoples Party Parliamentarians,46025,
2,Rana Umar Nazir Khan,Pakistan Muslim League(QA),62209,
3,Mr.Aamar Sohail Mughal ,Pakistan Muslim League(N),8310,
4,Alama Muhammad Ashraf Jilali,Muttahidda Majlis-e-Amal Pakistan ,14474,
,,Valid Votes,131018,
,,Rejected Votes ,3742,
,,Total Votes ,134760,
,,Registered Voters,284193,
,,Percentage of Votes Polled to Registered Voters,47.42,%
,NA-100 Gujranwala-VI,,,
1,Chaudhry Bilal Ijaz,Pakistan Muslim League(QA),73107,
2,Mr.Hamed Naser Chattha,Pakistan Muslim League(J),49255,
3,Dr. Pervez Ameer Gujjar,Pakistan Tehreek-e- Insaf,1990,
4,Rana Safdar Raza Mubarak,Independent,215,
5,Mr.Muhammad Ehsan Ullah,Muttahidda Majlis-e-Amal Pakistan ,8375,
,,Valid Votes,132942,
,,Rejected Votes ,5532,
,,Total Votes ,138474,
,,Registered Voters,280754,
,,Percentage of Votes Polled to Registered Voters,49.32,%
,NA-101 Gujranwala-VII,,,
1,Mr.Hamid Nasir Chatta,Pakistan Muslim League(J),69171,
2,Mr.Shoukat Hayat Chatha,Independent,7169,
3,Mr.Asma Shah Nawaz ,Pakistan Peoples Party Parliamentarians,64355,
4,Mr.Adnan Sarwar Cheema,Independent,415,
5,Mr.Muhammad Saleem Aujalvi Advocate,Pakistan Awami Tehreek,2711,
,,Valid Votes,143821,
,,Rejected Votes ,4897,
,,Total Votes ,148718,
,,Registered Voters,302628,
,,Percentage of Votes Polled to Registered Voters,49.14,%
,,Asghar/Tanveer,,
,NA-102 Hafizabad-I,,,
1,Mr.Ahmad Bilal Tarar,Pakistan Peoples Party Parliamentarians,15079,
2,Brig ® Muhammad Usman Tarar,Pakistan Muslim League(N),43218,
3,Mr.Tajamal Hafeez M. A.,Pakistan Awami Tehreek,1192,
4,Chaudhry Shoukat Ali Bhatti,Independent,477,
5,Chaudhry Mehdi Hasan Bhatti,Pakistan Muslim League(QA),50824,
,,Valid Votes,110790,
,,Rejected Votes ,3994,
,,Total Votes ,114784,
,,Registered Voters,221662,
,,Percentage of Votes Polled to Registered Voters,51.78,%
,NA-103 Hafizabad-II,,,
1,Chaudhry Sarfraz Khan Bhatti,Independent,42990,
2,Chaudhry Liaqat Abbas Bhatti ,Pakistan Muslim League(QA),67626,
3,Mian Akhtar Hussain Khan Bhatti Advocate ,Pakistan Tehreek-e- Insaf,1229,
,,Valid Votes,111845,
,,Rejected Votes ,3502,
,,Total Votes ,115347,
,,Registered Voters,206486,
,,Percentage of Votes Polled to Registered Voters,55.86,%
,,NA-104 Gujrat-I,,
1,Chaudhry Wajahat Hussain,Pakistan Muslim League(QA),82126,
2,Qari Muhammad Liaqat Ali Naqshbandi,Muttahidda Majlis-e-Amal Pakistan ,5587,
3,Mr.Gulrez Mehmood Akhtar Warraich Advocate,Pakistan Awami Tehreek,2285,
4,Mr.Muhammad Azam Sial,Independent,950,
5,Major ® Muhammad Arshad Bora Advocate ,Pakistan Tehreek-e- Insaf,410,
6,Nawabzada Ghazanfar Ali Gul,Pakistan Peoples Party Parliamentarians,62651,
,,Valid Votes,154009,
,,Rejected Votes ,4313,
,,Total Votes ,158322,
,,Registered Voters,303985,
,,Percentage of Votes Polled to Registered Voters,52.08,%
,,NA-105 Gujrat-II,,
1,Ch. Ahmad Mukhtar,Pakistan Peoples Party Parliamentarians,52632,
2,Ch. Shujat Hussain,Pakistan Muslim League(QA),66809,
3,Ch. Wajahat Hussain,Independent,1061,
4,Hafiz Amjad Shaheen Warriach,Muttahidda Majlis-e-Amal Pakistan ,6819,
5,Dr. Mahmood-Ul-Hassan Kunjahi,Pakistan Awami Tehreek,6818,
6,Syed Shoukat Kamal Advocate,Pakistan Peoples party(Shaheed Bhutto) ,408,
7,Mr.Mohammad Gul Nawaz,Independent,661,
,,Valid Votes,135208,
,,Rejected Votes ,3380,
,,Total Votes ,138588,
,,Registered Voters,292310,
,,Percentage of Votes Polled to Registered Voters,47.41,%
,,Asghar/Tanveer,,
,NA-106 Gujrat-III,,,
1,Ch. Jamshed Nasar,Independent,861,
2,Ch. Qamar Zaman,Pakistan Peoples Party Parliamentarians,83438,
3,Ch. Muhammad Asghar Deona,Pakistan Awami Tehreek,6357,
4,Mian Muhammad Afzal Hayat,National Alliance,69826,
,,Valid Votes,160482,
,,Rejected Votes ,5198,
,,Total Votes ,165680,
,,Registered Voters,319747,
,,Percentage of Votes Polled to Registered Voters,51.82,%
,NA-107 Gujrat-IV,,,
1,Hafiz Muhammad Nawaz,Muttahidda Majlis-e-Amal Pakistan ,3314,
2,Raja Shafat Hussain Khan Advocate,Independent,689,
3,Mr.Rehman Naseer Ch.,Pakistan Peoples Party Parliamentarians,52484,
4,Syed Noor ul Hassan Shah,Pakistan Muslim League(QA),48673,
5,Lt Col ® Raja Javaid Mujtaba,Independent,8575,
6,Mr.Muhammad Ilyes Ch.,Pakistan Awami Tehreek,503,
7,Malik Ajmal Saddique,Pakistan Muslim League(N),43905,
,,Valid Votes,158143,
,,Rejected Votes ,5399,
,,Total Votes ,163542,
,,Registered Voters,308463,
,,Percentage of Votes Polled to Registered Voters,53.02,%
,NA-108 M.B Din-I,,,
1,Mr.Ijaz Ahmad Chaudhary,Pakistan Muslim League(QA),70060,
2,Mr.Ijaz Ahmed Sahi,Independent,1860,
3,Mr.Amjad Hussain Tarar,Independent,2028,
4,Syed Muhammad Mehfooz Mashadi,Muttahidda Majlis-e-Amal Pakistan ,37422,
5,Mr.Zafarullah Tarar,Pakistan Peoples Party Parliamentarians,60424,
6,Mr.Muhammad Zaheer ,Pakistan Awami Tehreek,1066,
7,Maj ® Sher Muhammad Gondal Advocate,Tameer-e-Pakistan Party,736,
,,Valid Votes,173596,
,,Rejected Votes ,5352,
,,Total Votes ,178948,
,,Registered Voters,363575,
,,Percentage of Votes Polled to Registered Voters,49.22,%
,NA-109 M.B Din -II,,,
1,Ch Manzoor Hussain Dudhara,Independent,1654,
2,Mr.Munwar Iqbal Gondal,Pakistan Muslim League(N),20455,
3,Major ® Zulfiqar Ali Gondal,Pakistan Peoples Party Parliamentarians,71424,
4,Mr.Nasir Iqbal Busal,Pakistan Muslim League(QA),64968,
,,Valid Votes,158501,
,,Rejected Votes ,5143,
,,Total Votes ,163644,
,,Registered Voters,362887,
,,Percentage of Votes Polled to Registered Voters,45.1,%
,,Asghar/Tanveer,,
,NA-110 Sialkot-I,,,
1,Khawaja Muhammad Asif,Pakistan Muslim League(N),42743,
2,Dr. Abdur Rehman ,Independent,501,
3,Raja Amer Khan,Pakistan Peoples Party Parliamentarians,19391,
4,Mr.Muhammad Shahid Iqbal Pasha,Independent,211,
5,Mian Muhammad Riaz,Pakistan Muslim League(QA),38957,
,,Valid Votes,101803,
,,Rejected Votes ,4280,
,,Total Votes ,106083,
,,Registered Voters,247536,
,,Percentage of Votes Polled to Registered Voters,42.86,%
,NA-111 Sialkot-II,,,
1,Mr.Akhtar Javed Pirzada,Independent,128,
2,Mr.Idrees Ahmed Bajwa,Pakistan Muslim League(N),50761,
3,Ch. Amir Hussain,Pakistan Muslim League(QA),52378,
4,Mr.Muhammad Yaqub,Pakistan Awami Tehreek,9317,
5,Major ® Tariq Yousaf Rajput,Pakistan Peoples Party Parliamentarians,25329,
,,Valid Votes,137913,
,,Rejected Votes ,6454,
,,Total Votes ,144367,
,,Registered Voters,321453,
,,Percentage of Votes Polled to Registered Voters,44.91,%
,NA-112 Sialkot-III,,,
1,Professor Muhammad Amin Javaid,Muttahidda Majlis-e-Amal Pakistan ,6761,
2,Mr.Peerzada Syed Saeed Ahmad Shah,Independent,133,
3,Mr.Salman Saif Ullah Cheema,Pakistan Peoples Party Parliamentarians,31602,
4,Mr.Sahibzada Syed Murtaza Amin,Pakistan Muslim League(N),41251,
5,Mr.Usman Javaid Ghumman,Independent,96,
6,Mr.Umar Ahmad Ghuman,Pakistan Muslim League(QA),68468,
7,Mr.Qaiser Iqbal Baryar,Independent,219,
8,Mr.Muhammad Sharif Chaudhary,Pakistan Awami Tehreek,4477,
9,Mr.Muhammad Nazir Cheema,Independent,694,
,,Valid Votes,153701,
,,Rejected Votes ,5400,
,,Total Votes ,159101,
,,Registered Voters,324531,
,,Percentage of Votes Polled to Registered Voters,49.02,%
,NA-113 Sialkot-IV,,,
1,Mr.Armaghan Subhani,Independent,532,
2,Ch. Abdul Sattar,Independent,394,
3,Mr.Ali Asjad Malhi,Pakistan Muslim League(QA),50592,
4,Col ® Sultan Sikandar Ghuman,Pakistan Peoples Party Parliamentarians,45706,
5,Col ® Zafar Hussain Gil,Pakistan Muslim League(N),44215,
,,Valid Votes,141439,
,,Rejected Votes ,5323,
,,Total Votes ,146762,
,,Registered Voters,344117,
,,Percentage of Votes Polled to Registered Voters,42.65,%
,,Asghar/Tanveer,,
,NA-114 Sialkot-V,,,
1,Ch. Javed Iqbal Virk,Pakistan Muslim League(N),18172,
2,Mr.Khairat Hussain Chaudhary,Independent,779,
3,Mr.Zahid Hamid Khan,Pakistan Muslim League(QA),73529,
4,Mr.Ghulam Abbas ,Pakistan Peoples Party Parliamentarians,64749,
,,Valid Votes,157229,
,,Rejected Votes ,5797,
,,Total Votes ,163026,
,,Registered Voters,342003,
,,Percentage of Votes Polled to Registered Voters,47.67,%
,NA-115 Narowal-I,,,
1,Chaudhary Muhammad Akbar Kahlun,Pakistan Peoples Party Parliamentarians,11604,
2,Chaudhary Muhammad Rafique ,Pakistan Muslim League(N),8404,
3,Hafiz Muhammad Tahir Aslam,Muttahidda Majlis-e-Amal Pakistan ,7428,
4,Sumaira Yasser Rasheed ,Independent,27316,
5,Mr.Abdul Razaq Chaudhary,Awami Qiadat Party,1001,
6,Mr.Muhammad Nasir Khan,Pakistan Muslim League(QA),32104,
7,Mr.Musarrat Mansoor Khan,Independent,591,
8,Mr.Mansoor Sarwar Khan ,Independent ,11834,
,,Valid Votes,100282,
,,Rejected Votes ,4559,
,,Total Votes ,104841,
,,Registered Voters,237486,
,,Percentage of Votes Polled to Registered Voters,44.15,%
,NA-116 Narowal-II,,,
1,Brig ® Muhammad Suleman,Independent,2071,
2,Chaudhry Hassan Nizami Advocate,Muttahidda Majlis-e-Amal Pakistan ,2260,
3,Mr.Daniyal Aziz Chaudhry,Pakistan Muslim League(QA),41857,
4,Mr.Attia Afzal Chaudhry,Independent,845,
5,Mr.Faisal Manzoor Rahim ,Pakistan Muslim League(N),10039,
6,Mr.Mubarik Ali,Pakistan Awami Tehreek,9235,
7,Mr.Muhammad Khalid Chaudhry,Pakistan Peoples Party Parliamentarians,2283,
8,Mr.Muhammad Tariq Anees,Independent,37145,
,,Valid Votes,105735,
,,Rejected Votes ,6190,
,,Total Votes ,111925,
,,Registered Voters,264030,
,,Percentage of Votes Polled to Registered Voters,42.39,%
,NA-117 Narowal-III,,,
1,Mr.Ahsan Iqbal,Pakistan Muslim League(N),33698,
2,Ch. Anwar-ul-Haq,Pakistan Peoples Party Parliamentarians,16075,
3,Ch. Usman Zia,Independent,599,
4,Mr.Khan Abdul Qayyum Khan,Pakistan Awami Tehreek,1027,
5,Riffat Javed,Pakistan Muslim League(QA),49367,
6,Mr.Muhammad Shahid Zia,National People Party Worker Group,316,
,,Valid Votes,101082,
,,Rejected Votes ,3746,
,,Total Votes ,104828,
,,Registered Voters,226808,
,,Percentage of Votes Polled to Registered Voters,46.22,%
,,Asghar/Tanveer,,
,NA-118 Lahore-I,,,
1,Mr.Iqbal Mehmood Awan ,Pakistan Awami Tehreek,1782,
2,Mr.Inam Ullah Khan ,Independent,460,
3,Chaudhry Abdul Qadir ,Pakistan Peoples Party Parliamentarians,16855,
4,Hafiz Salman Butt ,Independent,25484,
5,Hafiz Abdul Wadood Shahid,Muttahidda Majlis-e-Amal Pakistan ,2728,
6,Mr.Muhammad Javed Awan ,Independent,618,
7,Mian Rafi Khawar ,Independent,207,
8,Mian Muhammad Azhar ,Pakistan Muslim League(QA),21641,
9,Mr.Noor Alam Qurashi,Qaumi Jamhoori Party,104,
,,Valid Votes,69879,
,,Rejected Votes ,1327,
,,Total Votes ,71206,
,,Registered Voters,243707,
,,Percentage of Votes Polled to Registered Voters,29.22,%
,NA-119 Lahore-II,,,
1,Mr.Ahmad Tariq Rana,Pakistan Awami Tehreek,417,
2,Mr.Jahangir Bader ,Pakistan Peoples Party Parliamentarians,21193,
3,Hafiz Sulman Butt,Independent,146,
4,Khawaja Saad Rafique ,Pakistan Muslim League(N),43166,
5,Khawaja Tahir Zia,Independent,83,
6,Dr. Asad Ashraf ,Independent,31,
7,Dr. Anwar Sajjad,Pakistan Muslim League(J),357,
8,Mr.Tariq Mehmood Chughtai Advocate,Independent,87,
9,Mr.Amir Ayub ,Independent,100,
10,Malik Hamid Sarfraz,Independent,180,
11,Mian Zahid Anwar,Pakistan Tehreek-e- Insaf,1761,
12,Mian Abdul Sattar,Pakistan Muslim League(QA),8444,
,,Valid Votes,75965,
,,Rejected Votes ,971,
,,Total Votes ,76936,
,,Registered Voters,280155,
,,Percentage of Votes Polled to Registered Voters,27.46,%
,NA-120 Lahore-III,,,
1,Mr.Altaf Ahmed Qureshi ,Pakistan Peoples Party Parliamentarians,19483,
2,Hafiz Salman Butt,Independent,203,
3,Sh. Iffat Ullah ,Independent,471,
4,Mr.Abdul Rashid Bhatti ,Pakistan Tehreek-e- Insaf,2526,
5,Mr.Abdul Sattar ,Independent,98,
6,Mr.Muhammad Pervaiz Malik ,Pakistan Muslim League(N),33741,
7,Mirza Ahtesham Yousaf Baig,Independent,49,
8,Mian Sumeer Atta Ullah ,Independent,273,
9,Mian Mohammad Ashraf ,Pakistan Muslim League(QA),15085,
10,Nawab Doctor Ambar Shahzada,Independent,58,
,,Valid Votes,71987,
,,Rejected Votes ,819,
,,Total Votes ,72806,
,,Registered Voters,232800,
,,Percentage of Votes Polled to Registered Voters,31.27,%
,,Asghar/Tanveer,,
,NA-121 Lahore-IV,,,
1,Mr.Aurangzeb Shafi Barki,Pakistan Peoples Party Parliamentarians,15778,
2,Chaudhry. Ishtiaq Ahmed Minhas,Independent,131,
3,Mr.Hassan Mir Qadri,Independent,162,
4,Rana Mashood Ahmad Khan,Independent,260,
5,Robina Shaheen ,Independent,81,
6,Syed Zaeem Hussain Qadri,Independent,76,
7,Mr.Amir Saleem Bhatti,Pakistan Tehreek-e- Insaf,3373,
8,Mr.Faaiz Rahim Khan ,Pakistan Muslim League(Z),12089,
9,Mr.Farid Ahmed Paracha ,Muttahidda Majlis-e-Amal Pakistan ,30326,
10,Mian Muhammad Jehangir,Pakistan Muslim League(QA),17956,
,,Valid Votes,80232,
,,Rejected Votes ,1686,
,,Total Votes ,81918,
,,Registered Voters,256605,
,,Percentage of Votes Polled to Registered Voters,31.92,%
,NA-122 Lahore-V,,,
1,Mr.Asad Bashir Kamboh ,Independent,910,
2,Engineer Muhammad Saleem Ullah Khan,JamiatUlema-e-pakistan(Nifaz-e-Shariat),581,
3,Ch. Ghulam Qadir ,Pakistan Peoples Party Parliamentarians,17561,
4,Ch. Muhammad Ali ,Independent,3314,
5,Rana Zafar Ullah Khan Manj ,Pakistan Awami Tehreek,613,
6,Sardar Ayaz Sadiq ,Pakistan Muslim League(N),37531,
7,Mr.Imran Khan ,Pakistan Tehreek-e- Insaf,18638,
8,Mr.Muhammad Amin Ch,Pakistan Muslim League(QA),12605,
9,Mian Asad Ata Ullah ,Independent,141,
10,Mr.Haroon Akhtar Khan ,Independent,50,
11,Mr.Humayun Akhtar Khan,Independent,65,
,,Valid Votes,92009,
,,Rejected Votes ,1248,
,,Total Votes ,93257,
,,Registered Voters,279245,
,,Percentage of Votes Polled to Registered Voters,33.4,%
