,CONSTITUENCY-WISE DETAILED RESULTS,,,
,NWFP PROVINCE,,,
SL.No.,Constesting candidates,Party Affiliation,Votes Polled,
7,Qazi Salim Khan,Independent,4382,
8,Mr.Muhammad Javed Khan,Independent,999,
9,Mr.Muhammad Miraj-ud-Din,Independent,12360,
10,Mr.Yar Muhammad Shabi Khel Mahsood,Independent,2279,
,,Valid Votes,30472,
,,Rejected Votes ,694,
,,Total Votes ,31166,
,,Registered Voters,122373,
,,Percentage of Votes Polled to Registered Voters,25.47,%
,NA-43 Tribal Area-VIII,,,
1,Mr.Hayat Muhammad Ghalji,Independent,403,
2,Mr.Shaukatullah Khan,Independent,6885,
3,Sheikh Jehan Zada,Independent,2413,
4,Mr.Salahud-Din Khan,Independent,3599,
5,Mr.Mohammad Akbar Khan,Independent,228,
6,Maulvi Muhammad Sadiq,Independent,13097,
,,Valid Votes,26625,
,,Rejected Votes ,748,
,,Total Votes ,27373,
,,Registered Voters,114139,
,,Percentage of Votes Polled to Registered Voters,23.98,%
,,Asghar/Tanveer,,
,NA-44 Tribal Area-IX,,,
1,Mr.Hafeezur Rehman,Independent,66,
2,Mr.Said Wahid,Independent,905,
3,Mr.Shahabud-Din Khan,Independent,8465,
4,Mr.Gul Dad Khan,Independent,1015,
5,Mr.Mohammad Ihsan Ullah,Independent,418,
6,Mr.Muhammad Daud Khan,Independent,2511,
7,Mian Said Ahmad Jan,Independent,1277,
8,Mr.Haroon Rashid,Independent,13389,
,,Valid Votes,28046,
,,Rejected Votes ,923,
,,Total Votes ,28969,
,,Registered Voters,131926,
,,Percentage of Votes Polled to Registered Voters,21.96,%
,NA-45 Tribal Area-X,,,
1,Mr.Akhtar Murad,Independent,54,
2,Mr.Ikram Ullah Jan,Independent,625,
3,Mr.Amjad Ali,Independent,890,
4,Haji Khan,Independent,630,
5,Sardar Khan Afridi,Independent,466,
6,Mr.Ajab Khan Afridi,Independent,4131,
7,Mr.Ishrat Ullah,Independent,234,
8,Qazi Muhammad Ashraf,Independent,2662,
9,Mr.Mohammad Hassan Shinwari,Independent,12,
10,Mr.Mohammad Zakria Shinwari,Independent,636,
11,Nawab Shah Afridi,Independent,217,
12,Mr.Noor-ul-Haq Qadri,Independent,9121,
13,Mr.Hidayat Ullah Afridi,Independent,20,
,,Valid Votes,19698,
,,Rejected Votes ,348,
,,Total Votes ,20046,
,,Registered Voters,91361,
,,Percentage of Votes Polled to Registered Voters,21.94,%
,NA-46 Tribal Area-XI,,,
1,Al-Haj Mian Gul Afridi,Independent,1405,
2,Mr.Javed Khan ,Independent,559,
3,Haji Faizullah,Independent,48,
4,Dr. Bakht Wazir Afridi,Independent,750,
5,Dr. Abdul Qadir,Independent,511,
6,Dr. Niaz Badshah,Independent,212,
7,Mr.Farhad Shabab,Independent,584,
8,Mr.Mohammad Ayub,Independent,2838,
9,Mr.Mohammad Aris,Independent,57,
10,Mr.Mohammad Saeed,Independent,3566,
11,Malik Zada Said Akbar,Independent,418,
12,Maulana Khalilur Rehman Afridi,Independent,5611,
,,Valid Votes,16559,
,,Rejected Votes ,260,
,,Total Votes ,16819,
,,Registered Voters,80422,
,,Percentage of Votes Polled to Registered Voters,20.91,%
,,Asghar/Tanveer,,
,NA-47 Tribal Area-XII,,,
1,Mr.Ashfaq Khan Bhatanni,Independent,10277,
2,Mr.Sameenullah,Independent,676,
3,Haji Zafar Khan,Independent,5448,
4,Mr.Dilawar Khan,Independent,117,
5,Dr Haji Zarbat Khan ,Independent,33,
6,Dr. Muhammad Nawaz Wazir,Independent,906,
7,Dr.Naseem Afridi,Independent,10341,
8,Mr.Zahid Khan,Independent,40,
9,Mr.Said Anwar Afridi,Independent,16,
10,Mr.Shehzada Mehmood Afridi Advocate,Independent,88,
11,Mr.Abdul Razaq,Independent,22,
12,Mr.Muhabat Khan Sherani,Independent,1961,
13,Mr. Moeen Khan,Independent,27,
14,Malik Muhammad Janan Khan,Independent,5,
15,Malik Mir Alam Khan,Independent,8,
16,Malik Noor Zaman ,Independent,4262,
17,Mr.Noor Aslam Afridi,Independent,400,
,,Valid Votes,34627,
,,Rejected Votes ,414,
,,Total Votes ,35041,
,,Registered Voters,120963,
,,Percentage of Votes Polled to Registered Voters,28.97,%
,,Asghar/Tanveer,,
,FEDERAL CAPITAL ,,,
SL.No.,Constesting candidates,Party Afflilation ,Votes Polled,
,NA-48 Islamabad-I,,,
1,Haji Muhammad Hanif Tayyab,Nizam-e-Mustafa Party,178,
2,Dr. Babar Awan ,Pakistan Peoples Party Parliamentarians,28775,
3,Dr. Muhammad Nasir Ansari,Independent,202,
4,Rao Javed Ali Khan ,Pakistan Democratic Party,21,
5,Mr.Rafique-ur-Rehman Sanjrani,Qaumi Tahaffaz party,22,
6,Syed Shaukat Amir ,Independent ,16,
7,Syed Tayyab Al-Hussaini,Pak Wattan Party,122,
8,Syed Zafar Ali Shah,Pakistan Muslim League(N) ,3893,
9,Mr.Shakeel Hasan Qaiser,Pakistan Muslim League(Z),529,
10,Mr.Sahibzada Ahmed Raza Khan Qasuri ,Pakistan Tehreek-e- Insaf ,5310,
11,Mr.Alamgir Khan,Independent,2479,
12,Mr.Ghulam Mehboob,pakistan Social Democratic party,105,
13,Col ® Sanaullah Raja ,Pakistan Awami Tehreek ,1131,
14,Mr.Muhammad Shafique Chaudhary ,Pakistan Muslim League(J) ,490,
15,Mr.Muhammad Farooq Butt ,Independent ,24,
16,Mr.Munawar Mughal,Pakistan Muslim League(QA),3915,
17,Mian Muhammad Aslam,Muttahidda Majlis-e-Amal Pakistan ,40365,
18,Major ® Fuzail Hussain Khan ,Independent ,24,
,,Valid Votes,87601,
,,Rejected Votes ,626,
,,Total Votes ,88227,
,,Registered Voters,187426,
,,Percentage of Votes Polled to Registered Voters,47.07,%
,NA-49 Islamabad-II,,,
1,Dr. Tariq Fazal Choudhry,Pakistan Muslim League(N) ,16832,
2,Mr.Rab Nawaz Choudhry ,Pakistan Tehreek-e- Insaf,7540,
3,Mr.Mustafa Nawaz Khokhar,Independent,30016,
4,Syed Nayyar Hussain Bokhari ,Pakistan Peoples Party Parliamentarians ,47884,
5,Raja Muhammad Yamin Abbasi,Pakistan Awami Tehreek ,2009,
6,Sardar Ghulam Mustafa ,Independent,1184,
7,Sardar Muhammad Sabir,Hazara Quami Mahaz,96,
8,Mr.Shakil Ahmed Anjum,Pakistan Freedom Party ,101,
9,Mr.Muhammad Rahim Awan ,Pakistan Muslim League(J) ,1218,
10,Malik Masood Ahmed ,Independent,361,
,,Valid Votes,107241,
,,Rejected Votes ,1255,
,,Total Votes ,108496,
,,Registered Voters,196177,
,,Percentage of Votes Polled to Registered Voters,55.31,%
,,Asghar/Tanveer,,
,PUNJAB PROVINCE,,,
SL.No.,Constesting candidates,Party Afflilation ,Votes Polled,
,NA-50 Rawalpindi-I,,,
1,Mr.Shahid Khaqan Abbasi,Pakistan Muslim League(N),63797,
2,Mr.Ghulam Murtaza Satti,Pakistan Peoples Party Parliamentarians,74259,
3,Col. ® Muhammad Masud Baig,Independent,460,
4,Mr.Muhammad Sufyan Abbasi,Muttahidda Majlis-e-Amal Pakistan ,29331,
5,Mr.Muhammad Siddique Qureshi,Pakistan Tehreek-e- Insaf,860,
,,Valid Votes,168707,
,,Rejected Votes ,2742,
,,Total Votes ,171449,
,,Registered Voters,358818,
,,Percentage of Votes Polled to Registered Voters,47.78,%
,NA-51 Rawalpindi-II,,,
1,Chaudhary Tariq Mehmood Naqshbandi Gujar,Muttahidda Majlis-e-Amal Pakistan ,5082,
2,Chudhry Muhammad Khurshid Zaman ,Pakistan Muslim League(N),26895,
3,Dr. Muhammad Tahir-ul-Qadri ,Pakistan Awami Tehreek ,15213,
4,Raja Pervaiz Ashraf,Pakistan Peoples Party Parliamentarians,81761,
5,Raja Shoukat Aziz ,Pakistan Muslim League(QA) ,46383,
,,,533,
6,Syed Mozam Ali Rizvi ,Pak Wattan Party,,
,,,(Retired),
,,Valid Votes,175867,
,,Rejected Votes ,3320,
,,Total Votes ,179187,
,,Registered Voters,345475,
,,Percentage of Votes Polled to Registered Voters,51.87,%
,NA-52 Rawalpindi-III,,,
1,Chaudhary Nissar Ali Khan,Pakistan Muslim League(N) ,73671,
2,Col ® Sakhawat Hussain,Independent,2310,
3,Mr.Muhammad Saghir Khokhar ,Pakistan Peoples Party Parliamentarians ,11684,
4,Mr.Muhammad Nasir Raja ,Pakistan Muslim League(QA),56645,
,,Valid Votes,144310,
,,Rejected Votes ,5698,
,,Total Votes ,150008,
,,Registered Voters,306853,
,,Percentage of Votes Polled to Registered Voters,48.89,%
,NA-53 Rawalpindi-IV,,,
1,Agha Syed Qamar Abbas Kazmi,Pak Wattan Party,319,
2,Engineer Jamil Ahmed Malik ,Independent ,551,
3,"Mr.Tanvir Iqbal Khan, Advocate ",Independent ,202,
4,Chaudhry Nisar Ali Khan ,Pakistan Muslim League(N) ,57110,
5,Sardar Shoiab Mumtaz Khan,Pakistan Peoples Party Parliamentarians,6673,
6,Syed Guftar Hussain Shah,Pakistan Awami Tehreek,3596,
7,Mr.Ghulam Sarwar Khan ,Independent ,66900,
8,Mr.Faisal Iqbal ,Independent ,9984,
,,Valid Votes,145335,
,,Rejected Votes ,3311,
,,Total Votes ,148646,
,,Registered Voters,291549,
,,Percentage of Votes Polled to Registered Voters,50.98,%
,,Asghar/Tanveer,,
,NA-54 Rawalpindi-V,,,
1,Brig ® Nusrat Jahan Saleem,Tameer-e-Pakistan Party,173,
2,Raja Muhammad Zafar-ul-Haq,Pakistan Muslim League(N),28805,
3,Mr.Zamurd Khan Advocate,Pakistan Peoples Party Parliamentarians,31491,
4,Syed Zahid Abbas Kazmi,Pak Wattan Party,560,
5,Syed Ghazanffar Ali Shah,National Alliance,264,
6,Mr.Shaukat Aziz Siddiqui,Muttahidda Majlis-e-Amal Pakistan ,12676,
7,Allama Ayaz Zahir Hashmi,Pakistan Muslim League(QA),1640,
8,Mr.Ghulam Qadir ,Pakistan Tehreek-e- Insaf,2479,
9,Mr.Muhammad Ijaz-ul-Haq,Pakistan Muslim League(Z),4164,
10,Major ® Mehr Muhammad Ramzan,Independent,40,
,,Valid Votes,82292,
,,Rejected Votes ,1488,
,,Total Votes ,83780,
,,Registered Voters,209619,
,,Percentage of Votes Polled to Registered Voters,39.97,%
,NA-55 Rawalpindi-VI,,,
1,Agha Riaz-ul-Islam,Pakistan Peoples Party Parliamentarians,28885,
2,Sardar Muhammad Tariq ,Pakistan Muslim League(N),14405,
3,Sheikh Rasheed Ahmad,Independent,40649,
4,Mr.Tariq Munir Butt,Muttahidda Majlis-e-Amal Pakistan ,12297,
5,Mr.Abdul Hafeez Khokhar,Shan-e-Pakistan Party,276,
6,Mr.Naveed Sharif Butt,Sunni Tehreek,147,
,,Valid Votes,96659,
,,Rejected Votes ,2174,
,,Total Votes ,98833,
,,Registered Voters,254943,
,,Percentage of Votes Polled to Registered Voters,38.77,%
,NA-56 Rawalpindi-VII,,,
1,Dr. Muhammad Afzal Azaz,Muttahidda Majlis-e-Amal Pakistan ,12540,
2,Mr.Sajjad Haider Qadri,Sunni Tehreek,450,
3,Sardar Shoukat Hayat ,Pakistan Peoples Party Parliamentarians,19888,
4,Syed Zafar Ali Shah,Pakistan Muslim League(N),11441,
5,Sheikh Rasheed Ahmad,Independent,30951,
6,Mr.Aamer Mahmood Kiani,Pakistan Tehreek-e- Insaf,3182,
7,Nilofar Bukhtiar,Pakistan Muslim League(QA),3637,
,,Valid Votes,82089,
,,Rejected Votes ,2215,
,,Total Votes ,84304,
,,Registered Voters,231962,
,,Percentage of Votes Polled to Registered Voters,36.34,%
,,NA-57 Attock-I,,
1,Mr.Aftab Khan Wardag,Tehrik-e-Istaqlal,2270,
2,Hafiz Saeed Ahmad,Muttahidda Majlis-e-Amal Pakistan ,23933,
3,Mr.SheikhEhsan-ud-din,Pakistan Peoples Party Parliamentarians,9570,
4,Mr.Mahboob Ahmad Qadri,Pakistan Awami Tehreek,2043,
5,Mr.Mohammad Salman Sarwar,Pakistan Muslim League(N),23988,
6,Malik Amin Aslam Khan,Pakistan Muslim League(QA),39921,
7,Malik Mohammad Asghar Advocate,Independent,685,
,,Valid Votes,102410,
,,Rejected Votes ,3773,
,,Total Votes ,106183,
,,Registered Voters,243306,
,,Percentage of Votes Polled to Registered Voters,43.64,%
,,Asghar/Tanveer,,
,,NA-58 Attock-II,,
1,Syed Iftikhar Ali Khan,Pakistan Peoples Party Parliamentarians,10302,
2,Sardar Muhammad Khalid,Pakistan Awami Tehreek,1647,
3,Syed Abdul Salam Hassan Raza Naqvi,Muttahidda Majlis-e-Amal Pakistan ,8126,
4,Mr.Muhammad Amin Gulial,Pakistan Tehreek-e- Insaf,1545,
5,Malik Allah Yar Khan,Pakistan Muslim League(QA),88784,
6,Malik Sohail Khan,Pakistan Muslim League(N),41373,
,,Valid Votes,151777,
,,Rejected Votes ,5230,
,,Total Votes ,157007,
,,Registered Voters,274639,
,,Percentage of Votes Polled to Registered Voters,57.17,%
,,NA-59 Attock-III,,
1,Mrs.Eman Wasim,Pakistan Muslim League(QA),65672,
2,Dr. Sikandar Hayat Khan,Pakistan Peoples Party Parliamentarians,41674,
3,Dr. Muhammad Yaqoob Khan,Pakistan Awami Tehreek,3079,
4,Lt Col ® Muhammad Pervez Khan,Pakistan Muslim League(N),12884,
5,Mr.Muhammad Halim Advocate,Muttahidda Majlis-e-Amal Pakistan ,6908,
,,Valid Votes,130217,
,,Rejected Votes ,3401,
,,Total Votes ,133618,
,,Registered Voters,236272,
,,Percentage of Votes Polled to Registered Voters,56.55,%
,NA-60 Chakwal-I,,,
1,Mr.Ayaz Amir,Pakistan Muslim League(N),70080,
2,Mr.Khurram Nawab,Pakistan Peoples Party Parliamentarians,41006,
3,Raja Naseeb Khan,Qaumi Inqilab Party ,496,
4,Mr.Sahibzada Nasir Jamil Hashmi,Muttahidda Majlis-e-Amal Pakistan ,14084,
5,Mr.Muhammad Nawaz Malik ,Pakistan Tehreek-e- Insaf ,2358,
6,Major ® Tahir Iqbal ,Pakistan Muslim League(QA),72331,
,,Valid Votes,200355,
,,Rejected Votes ,4195,
,,Total Votes ,204550,
,,Registered Voters,386932,
,,Percentage of Votes Polled to Registered Voters,52.86,%
,NA-61 Chakwal-II,,,
1,Sardar Mansoor Hayat Taman,Pakistan Muslim League(QA),76171,
2,Syed Muhammad Ejaz Shabbir Bukhari,Pakistan Peoples Party Parliamentarians,6671,
3,Mr.Muhammad Amir,Muttahidda Majlis-e-Amal Pakistan ,9754,
4,Mr.Muhammad Faiz Malik,Independent,101664,
,,Valid Votes,194260,
,,Rejected Votes ,3883,
,,Total Votes ,198143,
,,Registered Voters,358593,
,,Percentage of Votes Polled to Registered Voters,55.26,%
,,Asghar/Tanveer,,
,,NA-62 Jhelum-I,,
1,Ch. Shahbaz Hussain ,Pakistan Muslim League(QA),75217,
2,Raja Muhammad Safdar,Pakistan Muslim League(N),51618,
3,Mr.Sohail Zafar,Pakistan Peoples Party Parliamentarians,15133,
4,Raja Muhammad Zia Ashraf,Muttahidda Majlis-e-Amal Pakistan ,4391,
5,Lt Col ® Rab Nawaz,Pakistan Awami Tehreek,867,
6,Mr.Muhammad Riaz Malik,Pakistan Tehreek-e- Insaf,827,
,,Valid Votes,148053,
,,Rejected Votes ,2828,
,,Total Votes ,150881,
,,Registered Voters,290079,
,,Percentage of Votes Polled to Registered Voters,52.01,%
,,NA-63 Jhelum-II,,
1,Dr. Ghulam Hussain,Pakistan Peoples party(Shaheed Bhutto),11569,
2,Raja Muhammad Asad Khan,Pakistan Muslim League(N),46722,
3,Raja Muhammad Nawaz Kiani,Muttahidda Majlis-e-Amal Pakistan ,4286,
4,Mr.Saeed-ul- Hassan Zaidi,Pakistan Peoples Party Parliamentarians,26353,
5,Col Anwar Khan Afridi,Pakistan Awami Tehreek,6587,
6,Mr.Mehboob Hussain,Pakistan Tehreek-e- Insaf,521,
7,Mr.Muhammad Asad Rajput,Independent,2031,
8,Mirza Mohammad Nawazish Ali Baig,Independent,271,
9,Malik Abdul Qayyum,National Alliance,3189,
10,Mr.Manzoor Hussain Malik,Independent,1356,
11,Nawabzada Syed Shamas Haider,Pakistan Muslim League(QA),39933,
,,Valid Votes,142818,
,,Rejected Votes ,4589,
,,Total Votes ,147407,
,,Registered Voters,294278,
,,Percentage of Votes Polled to Registered Voters,50.09,%
,NA-64 Sargodha-I,,,
1,Mr.Inam-ul-Haq Paracha,Pakistan Peoples Party Parliamentarians,69815,
2,Pir Zada Muhammad Mohsan Shah,Independent,1615,
3,Chaudhary Muhammad Ali,Pakistan Muslim League(QA),42781,
4,Mr.Hasan Inam Paracha,Independent,1077,
5,Malik Hamid Zaman Bhirth,Muttahidda Majlis-e-Amal Pakistan ,2388,
6,Major ® Pirzada Muhammad Ibrahim Shah,Pakistan Muslim League(N),43396,
,,Valid Votes,161072,
,,Rejected Votes ,4423,
,,Total Votes ,165495,
,,Registered Voters,329423,
,,Percentage of Votes Polled to Registered Voters,50.24,%
,NA-65 Sargodha-II,,,
1,Mr.Ahtasham Ahmed Cheema,Pakistan Muslim League(N),8299,
2,Ch. Ghias Ahmed Mela,Pakistan Muslim League(QA),62306,
3,Mehr Khaliq Yar Khan Lak,Pakistan Peoples Party Parliamentarians,59034,
4,Mehr Muhammad Yar Khan Lak,Independent,1257,
,,Valid Votes,130896,
,,Rejected Votes ,3289,
,,Total Votes ,134185,
,,Registered Voters,287545,
,,Percentage of Votes Polled to Registered Voters,46.67,%
,,Asghar/Tanveer,,
,NA-66 Sargodha-III,,,
1,Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,40448,
2,Ch. Muhammad Hamid Hameed,Pakistan Muslim League(N),29496,
3,Ch. Sultan Ahmed ,Pakistan Awami Tehreek,2241,
4,Dr. Muhammad Arshad Shahid,Muttahidda Majlis-e-Amal Pakistan ,38952,
5,Rao Abdul Ghaffar Khan Advocate,Independent,927,
6,Farzana Hameed,Independent,346,
7,Bhogro,Independent,263,
8,Mehr Ahmed Shujjah Khan Luk,National Alliance,349,
9,Mian Muhammad Shahid Nazir Advocate,Pakistan Muslim League(QA),10128,
10,Mr.Nisar Ahmed Hundal,Independent,73,
,,Valid Votes,123223,
,,Rejected Votes ,3359,
,,Total Votes ,126582,
,,Registered Voters,282701,
,,Percentage of Votes Polled to Registered Voters,44.78,%
,NA-67 Sargodha-IV,,,
1,Ch. Anwar Ali Cheema,Pakistan Muslim League(QA),84919,
2,Ch. Hafeez Ullah Cheema,Pakistan Peoples Party Parliamentarians,22323,
3,Mr.Shamas Naveed Cheema,Muttahidda Majlis-e-Amal Pakistan ,38136,
,,Valid Votes,145378,
,,Rejected Votes ,4665,
,,Total Votes ,150043,
,,Registered Voters,305379,
,,Percentage of Votes Polled to Registered Voters,49.13,%
,NA-68 Sargodha-V,,,
1,Mr.Asif Ali Sheikh,Independent,211,
2,Chaudhry Anwar Ali Cheema,Independent,3294,
3,Chaudhry Muhammad Ashraf Chadhar Advocate ,Pakistan Awami Tehreek,4953,
4,Syed Mansoor Ali Shah,Pakistan Muslim League(N),56958,
5,Mr.Mazhar Ahmed Qureshi,Pakistan Muslim League(QA),84038,
6,Malik Farhat Abbas Chavaka,Pakistan Peoples Party Parliamentarians,4632,
,,Valid Votes,154086,
,,Rejected Votes ,4625,
,,Total Votes ,158711,
,,Registered Voters,307801,
,,Percentage of Votes Polled to Registered Voters,51.56,%
,NA-69 Khushab-I,,,
1,Hafiz Muhammad Bakhsh,Muttahidda Majlis-e-Amal Pakistan ,17558,
2,Mrs.Sumera Malik,National Alliance,71925,
3,Malik Umer Aslam,Pakistan Muslim League(QA),58247,
,,Valid Votes,147730,
,,Rejected Votes ,5041,
,,Total Votes ,152771,
,,Registered Voters,274728,
,,Percentage of Votes Polled to Registered Voters,55.61,%
,,Asghar/Tanveer,,
,NA-70 khushab-II,,,
1,Dr. Ghaus Khan Niazi,Pakistan Muslim League(N),23074,
2,Mr.Riaz Ahmed Khalil ,Pakistan mazdoor Kissan Party,340,
3,Mr.Sher Muhammad,Pakistan Peoples Party Parliamentarians,4658,
4,Malik Muhammad Saifullah Tiwana,Independent,60754,
5,Malik Muhammad Shabbir Awan,Pakistan Muslim League(QA),52983,
,,Valid Votes,141809,
,,Rejected Votes ,3075,
,,Total Votes ,144884,
,,Registered Voters,256511,
,,Percentage of Votes Polled to Registered Voters,56.48,%
,NA-71 Mianwali-I,,,
1,Mr. G.M. Shah,Pakistan Peoples Party Parliamentarians,1685,
2,Mr.Tariq Abbas Khan,National Alliance,2057,
3,Mr.Abdul Qayyum Khan,Independent,1835,
4,Mr.Obaid Ullah Khan Shadi Khel,Pakistan Muslim League(QA),60533,
5,Mr.Imran Khan,Pakistan Tehreek-e- Insaf,66737,
6,Col Muhammad Hassan Khan,Pakistan Awami Tehreek,386,
7,Malik Ahmad Khan,Muttahidda Majlis-e-Amal Pakistan ,4817,
,,Valid Votes,138050,
,,Rejected Votes ,6018,
,,Total Votes ,144068,
,,Registered Voters,307223,
,,Percentage of Votes Polled to Registered Voters,46.89,%
,NA-72 Mianwali-II,,,
1,Mr.Amir Abdullah Khan,Muttahidda Majlis-e-Amal Pakistan ,13558,
2,Mr.Inam Ullah Khan ,Pakistan Muslim League(N),30018,
3,Dr. Sher Afgan Khan ,Pakistan Peoples Party Parliamentarians,50210,
4,Mr. Sher Ahmed Khan Niazi,Independent,401,
5,Mr.Tariq Abbas Khan,National Alliance,3356,
6,Malik Muhammad Feroz Joya,Pakistan Muslim League(QA),46246,
,,Valid Votes,143789,
,,Rejected Votes ,4525,
,,Total Votes ,148314,
,,Registered Voters,312785,
,,Percentage of Votes Polled to Registered Voters,47.42,%
,NA-73 Bhakkar-I,,,
1,Mr.Abdul Majeed Khan Khanan Khel ,Pakistan Muslim League(N),60548,
2,Mr.Muhammad Sana Ullah Khan,Pakistan Muslim League(QA),95131,
3,Mr.Muhammad Tariq Khan Niazi,Pakistan Peoples Party Parliamentarians,1319,
4,"Malik Muhammad Ramzan Awan, Advocate ",Independent,241,
5,Maulana Ghulam Farid,Muttahidda Majlis-e-Amal Pakistan ,8197,
,,Valid Votes,165436,
,,Rejected Votes ,3800,
,,Total Votes ,169236,
,,Registered Voters,269306,
,,Percentage of Votes Polled to Registered Voters,62.84,%
,NA-74 Bhakkar-II,,,
1,Ch. Shujat Hussain,Pakistan Muslim League(QA),103508,
2,Dr.Muhammad Afzal Khan Dhandhla,Pakistan Muslim League(N),71607,
3,Malik Ghulam Sarwar,Pakistan Peoples Party Parliamentarians,1225,
,,Valid Votes,176340,
,,Rejected Votes ,3539,
,,Total Votes ,179879,
,,Registered Voters,290180,
,,Percentage of Votes Polled to Registered Voters,61.99,%
,,Asghar/Tanveer,,
,NA-75 Faisalabad-I,,,
1,Prof. Dr. Saleem Iqbal Bhutta,Pakistan Muslim League(J),602,
2,Rana Mohammad Zubair Ahsan Khan,National Alliance,2036,
3,Lt Col ® Ghulam Rasool Sahi,Pakistan Muslim League(QA),55464,
4,Mr.Muhammad Asghar,Mohib-e-Wattan Nowjawan Inqilabion Ki Anjuman(MNAKA),3806,
5,Mr.Muhammad Athar Iqbal Bhutta,Muttahidda Majlis-e-Amal Pakistan ,3114,
6,Mr.Misbah ud Din Zaigham,Pakistan Muslim League(N),31283,
7,Mr.Wajid Mustafa Bajwa,Pakistan Peoples Party Parliamentarians,35417,
,,Valid Votes,131722,
,,Rejected Votes ,3243,
,,Total Votes ,134965,
,,Registered Voters,297842,
,,Percentage of Votes Polled to Registered Voters,45.31,%
,NA-76 Faisalabad-II,,,
1,Mr.Abu Bakr Hamza,Muttahidda Majlis-e-Amal Pakistan ,9567,
2,Rai Ejaz Hussain,Pakistan Peoples Party Parliamentarians,19521,
3,Rai Salah-ud-Din Khan,Pakistan Muslim League(N),41119,
4,Rai Fiaz Hussain,Independent,1307,
5,Mr.Muhammad Wasi Zafar,Pakistan Muslim League(QA),56089,
,,Valid Votes,127603,
,,Rejected Votes ,3003,
,,Total Votes ,130606,
,,Registered Voters,291363,
,,Percentage of Votes Polled to Registered Voters,44.83,%
,NA-77 Faisalabad-III,,,
1,Ch. Muhammad Asim Nazir,Pakistan Muslim League(QA),63296,
2,Mr.Muhammad Akram Chaudhary,Pakistan Muslim League(N),26542,
3,Mr.Khizar Abbas,Pakistan Peoples Party Parliamentarians,25125,
4,Rai Muhammad Akram Khan Kharal ,Muttahidda Majlis-e-Amal Pakistan ,9176,
5,Mr.Shabbir Ahmad,Independent,1437,
6,Mr.Riaz Hussain,Pakistan Tehreek-e- Insaf,733,
7,Mr.Ali Akhtar,Independent,243,
,,Valid Votes,126552,
,,Rejected Votes ,4171,
,,Total Votes ,130723,
,,Registered Voters,277749,
,,Percentage of Votes Polled to Registered Voters,47.07,%
,NA-78 Faisalabad-IV,,,
,Mr.M. Ishaque Shafqat Bloch,Pakistan Peoples Party Parliamentarians,30260,
2,Mr.Peerzada Muhammad Ashraf Zia,Pakistan Muslim League(N),41026,
3,Peer Karim Ullah Shah,Muttahidda Majlis-e-Amal Pakistan ,6404,
4,Mr.Rajab Ali Khan Baluch,Pakistan Muslim League(QA),57071,
5,Mr.Muhammad Iqbal Javed,Pakistan Gharib Party,291,
6,Mian Muzafar Hussain,National Alliance,1117,
,,Valid Votes,136169,
,,Rejected Votes ,5110,
,,Total Votes ,141279,
,,Registered Voters,311445,
,,Percentage of Votes Polled to Registered Voters,45.36,%
,,Asghar/Tanveer,,
,NA-79 Faisalabad-V,,,
1,Chaudhry Safdar ur Rehman,Pakistan Muslim League(N) ,23448,
2,Rana Muhammad Usman Saeed Khan,Independent,804,
3,Rana Muhammad Farooq Saeed Khan,Pakistan Peoples Party Parliamentarians,56773,
4,Mr.Muhammad Safdar Shaker,Pakistan Muslim League(QA),61150,
5,Mr.Muhammad Abdullah Ghazi,Pakistan Muslim League(J),160,
,,Valid Votes,142335,
,,Rejected Votes ,2447,
,,Total Votes ,144782,
,,Registered Voters,310492,
,,Percentage of Votes Polled to Registered Voters,46.63,%
,NA-80 Faisalabad-VI,,,
1,Mr.Asif Tauseef,Pakistan Muslim League(N),43547,
2,Mr.Raza Nasrullah Ghuman,Pakistan Peoples Party Parliamentarians,40264,
3,Mst. Rifat Dildar,Independent,214,
4,Sardar Dildar Ahmad Cheema,Pakistan Muslim League(QA),41947,
5,Mr.Muhammad Saeed,Muttahidda Majlis-e-Amal Pakistan ,786,
,,Valid Votes,126758,
,,Rejected Votes ,1204,
,,Total Votes ,127962,
,,Registered Voters,280902,
,,Percentage of Votes Polled to Registered Voters,45.55,%
,NA-81 Faisalabad-VII,,,
1,Chaudhry Talib Hussain,Pakistan Muslim League(QA),51125,
2,ChaudhryMuhammad Bashir Randhawa (B.A),National Alliance,4460,
3,Dr. Nisar Ahmad,Pakistan Peoples Party Parliamentarians,58855,
4,Mr.Muhammad Shehbaz Kasana,Pakistan Muslim League(N),9974,
,,Valid Votes,124414,
,,Rejected Votes ,3346,
,,Total Votes ,127760,
,,Registered Voters,281593,
,,Percentage of Votes Polled to Registered Voters,45.37,%
,NA-82 Faisalabad-VIII,,,
1,Professor Doctor Muhammad Jameel Bhutta,Pakistan Muslim League(J),95,
2,Rana Bilal Ahmad,Independent,152,
3,Sardar Zafar Hussain Khan Advocate,Muttahidda Majlis-e-Amal Pakistan ,11460,
4,Syed Nasir Ali Shah,Pakistan Muslim League(QA),18214,
5,Mr.Sahib Zada Haji Muhammad Fazal Karim,Pakistan Muslim League(N),37049,
6,"Mr.Musharraf Ali Khan, Advocate ",Pakistan Tehreek-e- Insaf,633,
7,Mian Ibrar Ahmad Sher Zian Advocate,Pakistan Awami Tehreek,910,
